1,Kérdés,Helyes / Rossz válasz,,Helyes / Rossz válasz,,Helyes / Rossz válasz,,,
70,"Folytassa! A kötelező gondosságból, bevált szakmai gyakorlatból fakadóan a kishajó vezetőjének a Szabályzat külön rendelkezése hiányában is","meg kell tennie valamennyi elővigyázatossági intézkedést, hogy megakadályozza a hullámkeltést és szívóhatást ezzel víziközlekedési balesetek kialakulását.",N,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elkerülje a kishajón tartózkodó személyeknek okozott károkat.",I,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elkerülje a hajón atartzózkodók fröccsenő víz általi szennyeződését.",N,,
71,"Folytassa! A kötelező gondosságból, bevált szakmai gyakorlatból fakadóan a kishajó vezetőjének a Szabályzat külön rendelkezése hiányában is","meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elkerülje a kikötői és partfali berendezésekben és a környezetben okozott károkat.",I,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elhárítson minden a hajókban vagy az úszó testek kötelékeiben, partban és a hajóútban okozott kárt.",N,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy  megakadályozza a navigációs berendezések és (ha van a rádiótelefon)  rendeltetéstől eltérő használatát.",N,,
72,"Folytassa! A kötelező gondosságból, bevált szakmai gyakorlatból fakadóan a kishajó vezetőjének a Szabályzat külön rendelkezése hiányában is","meg kell tennie valamennyi elővigyázatossági intézkedést, hogy biztosítsa a Szabályzatban meghatározott jelzések mindenkori észlelhetőségét.",N,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elkerülje azt, hogy más hajót hirtelen sebesség- vagy irányváltoztatásra kényszerítésen.",N,"meg kell tennie valamennyi elővigyázatossági intézkedést, hogy elkerülje a hajóút közvetlen közelében lévő bármilyen műtárgyban, illetve berendezésben okozott kárt.",I,,
73,"Mi a kötelezettsége a kishajó vezetőjének is, ha a víziút jelei, jelzései hiányoznak? ",Köteles a kötelező gondosság érdekében minden szükséges biztonsági intézkedés megtételére.,I,A hiányzó jel vagy jelzés előtt köteles várakozni!,N,"Az illetékes hatóság értesítését követően, kellő óvatossággal csak a legközelebbi biztonságos horgonyzó helyig hajózhat.",N,,
74,Milyen előírás vonatkozik a kishajó felszerelésére és szerkezetére az alábbiak közül?,A kishajó szerkezetének meg kell felelnie a Szabályzatban foglalt követelményeknek és a Hajók Műszaki Felügyeleti Előírásainak.,N,"A kishajó szerkezetének és felszerelésének biztosítania kell a rajtuk tartózkodó személyek és a hajózás biztonságát, továbbá a Szabályzatban foglalt követelmények megtartását.",I,"A kishajó szerkezetének biztosítania kell a rajtuk tartózkodó személyek kényelmét, felszerelésének meg kell felelnie a szabványokban előírt követelményeknek.",N,,
75,Milyen biztonsági előírást tartalmaz a Szabályzat I. része a hajó felszerelésével kapcsolatban az alábbiak közül?,"A hajónak rendelkeznie kell a hajóbizonyítványban feltüntetett utasok számára alkalmas, valamint a felnőtt és gyermekkorúak közötti megoszlásnak megfelelő mennyiségű mentőeszközökkel.",I,A hajónak rendelkeznie kell a hajóbizonyítványban feltüntetett befogadóképességnek megfelelő mennyiségű mentőeszközzel.,N,A hajónak rendelkeznie kell a hajóbizonyítványban feltüntetett befogadóképességet 10 %-ban meghaladó mennyiségű a gyermekkorú utasoknak alkalmas mentőeszközzel.,N,,
76,Folytassa! A kishajó vezetője köteles,végrehajtani az illetékes hatóságoknak a hajózás biztonsága vagy a hajózás rendje érdekében kiadott rendelkezéseit.,I,"betartani a Szabályzat tételes előírásait, valamint az illetékes hatóságok írásba foglalt átmeneti rendelkezéseit.",N,"figyelembe venni az illetékes hatóságok víziút állapotára, annak hajózhatóságára, valamint az időjárási viszonyokra vonatkozó közérdekű (rádióban, televízióban közzétett) tájékoztatóit.",N,,
77,Milyen kötelezettséget hárul a kishajó vezetőjére az illetékes hatóság rendelkezéseivel kapcsolatban?,"Köteles végrehajtani az illetékes hatóság(ok), de kizárólag csak az írásban közölt rendelkezéseit és utasításait.",N,Köteles végrehajtani az illetékes hatóság(ok) hajózás biztonsága vagy a hajózás rendje érdekében kiadott rendelkezéseit.,I,Köteles végrehajtani az illetékes hatóság(ok) bármilyen helyszínen kiadott utasításait.,N,,
78,Folytassa! Az illetékes hatóságok jogosultak,hajó üzemeltetésével kapcsolatosan bármilyen rendelkezés kiadására.,N,"a hajó személyzetének tevékenységére, munkavégzésére vonatkozóan rendelkezni.",N,a hajózás biztonságát és megfelelő rendjét érintő rendelkezések kiadására.,I,,
79,"Mit jelez a tábla, ha azt hajón helyezik el? ",A hajón tilos a dohányzás!,N,A dohányzás vagy a nyílt láng használata tilos!,N,A dohányzás és nem védett világítótest vagy nyílt láng használata tilos!,I,teszt-1585.jpg,teszt-1585.jpg
80,"Mit jelent a képen látható jelzés, ha azt egy hajón helyezték el? ",Tilos a hajó mellé állni és tőle 25 méter távolságon belül vesztegelni!,I,A hajótól mért 25 méteres távolságon belül megengedett a horgonyzás.,N,A hajótól mért 25 méteres távolságon túl tilos a veszteglés!,N,teszt-1586.jpg,teszt-1586.jpg
81,Haladhatnak-e a hajók párhuzamosan?,"Igen, kivéve a gyorsjáratú hajók egymás melletti, valamint kishajó és kishajónak nem tekinthető egymás melletti párhozamos haladását.",N,Egymás mellett párhozamosan tilos hajózni!,N,"Igen, ha az erre rendelkezésre álló szabad tér ezt lehetővé teszi, és amikor ez a hajózást nem akadályozza, illetve nem veszélyezteti.",I,,
82,"Folytassa! Előzés, illetve találkozás kivételével tilos az egészségre ártalmas árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,teszt-0794.jpg,teszt-0794.jpg
83,"Folytassa! Előzés, illetve találkozás kivételével tilos az egészségre ártalmas árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,xxx-1105.jpg,xxx-1105.jpg
84,"Folytassa! Előzés, illetve találkozás kivételével tilos a robbanásveszélyes árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,xxx-1141.jpg,xxx-1141.jpg
85,"Folytassa! Előzés, illetve találkozás kivételével tilos a robbanásveszélyes árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,teszt-0914.jpg,teszt-0914.jpg
86,"Folytassa! Előzés, illetve találkozás kivételével tilos a robbanásveszélyes árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,xxx-1142.jpg,xxx-1142.jpg
87,"Folytassa! Előzés, illetve találkozás kivételével tilos a robbanásveszélyes árut szállító hajótól/köteléktől",50 m távolságon belül haladni!,I,30 m távolságon belül haladni!,N,25 m távolságon belül haladni!,N,xxx-1143.jpg,xxx-1143.jpg
88,"Mielőtt vízisíelőt vontatna, mire hívja fel a figyelmét? Figyelmeztetem, hogy vízisíelőnek menetben lévő hajótól, úszó testek kötelékétől és munkát végző úszómunkagéptől",kellő távolságot kell tartania!,I,legalább 25 m távolságot kell tartania!,N,legalább 30 m távolságot kell tartania!,N,,
89,A kötelező gondosságon túl milyen előírás vonatkozik a hajó sebességének megválasztására?,"A hajónak – a kishajó kivételével - úgy kell szabályozni sebességét, hogy ne keltsen olyan hullámot vagy szívóhatást, amely menetben lévő vagy veszteglő hajóban vagy a műtárgyban kárt okozhat!",N,"A hajónak úgy kell szabályozni sebességét, hogy ne keltsen olyan hullámot vagy szívóhatást, amely menetben lévő vagy veszteglő hajóban vagy a műtárgyban kárt okozhat!",I,"A hajónak mindig olyan sebességgel kell haladnia, amely biztosítja műveletképességét még akkor is, ha azzal hullámot vagy szívóhatást kelt.",N,,
90,Hogyan kell elhajózni hullámzás elleni védelem jelzéseit viselő hajó mellett? Az elhaladás során a hajók kötelesek,kellő távolságot kell tartani tőle.,N,a lehető legnagyobb oldaltávolságot tartani tőle!,I,legalább 50 m távolságot kell tartani tőle.,N,xxx-3679.jpg,xxx-3679.jpg
91,Hogyan kell elhajózni hullámzás elleni védelem jelzéseit viselő hajó mellett? Az elhaladás során a hajók kötelesek,kellő távolságot kell tartani tőle.,N,a lehető legnagyobb oldaltávolságot tartani tőle!,I,legalább 50 m távolságot kell tartani tőle.,N,xxx-3725.jpg,xxx-3725.jpg
92,Hogyan kell elhajózni hullámzás elleni védelem jelzéseit viselő munkát végző úszómunkagép mellett? Az elhaladás során a hajók kötelesek,kellő távolságot kell tartani tőle.,N,a lehető legnagyobb oldaltávolságot tartani tőle!,I,legalább 50 m távolságot kell tartani tőle.,N,xxx-0162.jpg,xxx-0162.jpg
93,Hogyan kell elhajózni hullámzás elleni védelem jelzéseit viselő munkát végző úszómunkagép mellett? Az elhaladás során a hajók kötelesek,kellő távolságot kell tartani tőle.,N,a lehető legnagyobb oldaltávolságot tartani tőle!,I,legalább 50 m távolságot kell tartani tőle.,N,xxx-0054.jpg,xxx-0054.jpg
94,Hogyan kell elhajózni hullámzás elleni védelem jelzéseit viselő munkát végző úszómunkagép mellett? Az elhaladás során a hajók kötelesek,kellő távolságot kell tartani tőle.,N,a lehető legnagyobb oldaltávolságot tartani tőle!,I,legalább 50 m távolságot kell tartani tőle.,N,xxx-0053.jpg,xxx-0053.jpg
95,Milyen követelményt támaszt a Szabályzat a kizárólag kishajókból álló köteléket továbbító kisgéphajóval szemben?,A vízfelszínhez képest legalább 15 km/óra sebességet kell elérnie.,N,Gépi meghajtó berendezésének motorteljesítménye 50 kW-nál nem lehet kisebb.,N,Elegendő gépteljesítménnyel kell rendelkeznie a kötelék megfelelő műveletképességének biztosításához.,I,xxx-0059.jpg,xxx-0059.jpg
96,Milyen előírás vonatkozik az aknamentesítéssel foglalkozó hajó megközelítésére? Az aknamentesítéssel foglalkozó hajó farát,500 m-nél kisebb távolságra tilos megközelíteni!,N,1000 m-nél kisebb távolságra tilos megközelíteni!,I,150 m-nél kisebb távolságra tilos megközelíteni.,N,teszt-1672.jpg,teszt-1672.jpg
97,Milyen előírás vonatkozik az aknamentesítéssel foglalkozó hajó megközelítésére? Az aknamentesítéssel foglalkozó hajó farát,500 m-nél kisebb távolságra tilos megközelíteni!,N,1000 m-nél kisebb távolságra tilos megközelíteni!,I,150 m-nél kisebb távolságra tilos megközelíteni.,N,teszt-1674.jpg,teszt-1674.jpg
98,Milyen előírás vonatkozik az aknamentesítéssel foglalkozó hajó megközelítésére? Az aknamentesítéssel foglalkozó hajó farát,500 m-nél kisebb távolságra tilos megközelíteni!,N,1000 m-nél kisebb távolságra tilos megközelíteni!,I,150 m-nél kisebb távolságra tilos megközelíteni.,N,teszt-1683.jpg,teszt-1683.jpg
99,Milyen előírás vonatkozik az aknamentesítéssel foglalkozó hajó megközelítésére? Az aknamentesítéssel foglalkozó hajó farát,500 m-nél kisebb távolságra tilos megközelíteni!,N,1000 m-nél kisebb távolságra tilos megközelíteni!,I,150 m-nél kisebb távolságra tilos megközelíteni.,N,teszt-1685.jpg,teszt-1685.jpg
100,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A vontató hajón a vezetőt egy olyan személynek kell kísérnie, akit a vontatókötél kezelésével és a vontatott személy figyelemmel kísérésével bíztak meg és aki ennek a feladatnak az ellátására képes. ",I,"A vontatókötelet csak akkor szabad vonszolni, ha az felúszó anyagú.",N,Vízisí és hasonló tevékenység csak napkeltétől napnyugtáig folytatható.,N,,
101,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A tevékenység csak a részükre kijelölt hajóúton folytatható, ahol kellő távolságot kell tartani minden hasonló tevékenységet végzőtől.",N,"A vontatókötelet csak akkor szabd vonszolni, ha abba vontatott személy kapaszkodik.",N,"Ha a vontató hajó és a vontatott személy nem a részükre külön kijelölt hajóútban tartózkodik, köteles kellő távolságot tartani minden más hajótól, a parttól és a fürdőzőktől.",I,,
102,Milyen előírás vonatkozik a vízisízésre és hasonló tevékenység végzésére az alábbiak közül?,"A vontatókötelet tilos vonszolni, ha abba vontatott személy nem kapaszkodik!",I,Ilyen tevékenység csak hatóság által kijelölt zárt pályán folytatható.,N,Vízisí és hasonló tevékenység csak napnyugtától napkeltéi nem folytatható.,N,,
103,"Melyik állítás igaz? Vízisízés és hasonló tevékenység (pl. vízi sport- és fürdőeszköz használata, ejtőernyős vontatás)","csak hajóúton kívül, partközelben megengedett.",N,"csak a hajóúton belül, parttól legalább 50 méter távolságon túl megengedett.",N,csak nappal és jó látási viszonyok között megengedett.,I,,
104,Folytassa! Ejtőernyős vontatás,"csak hajóúton kívül, partközelben megengedett.",N,éjszaka és korlátozott látási viszonyok között tilos!,I,csak jó látási viszonyok között és a hajóúton belül megengedett.,N,,
105,"Halászati tevékenységgel összefüggésben, milyen tilalmat határoz meg a Szabályzat? ",Tilos a víziút halászatra kijelölt helyén kívül halászeszközt elhelyezni!,N,"Tilos a hajóúton, annak közelében vagy veszteglésére kijelölt helyen halászeszközt elhelyezni!",I,"Tilos a hajóúton kívül, illetve annak közelében halászeszközt elhelyezni!",N,,
106,Milyen előírás vonatkozik a halászattal foglalkozó hajó megközelítésére a Szabályzat I. része alapján? Tilos,a halászattal foglalkozó hajó farának közelében elhaladni!,I,a halászattal foglalkozó hajó mögött 100 m-nél kisebb távolságon belül elhaladni!,N,a halászattal foglalkozó hajó mögött 50 m-nél kisebb távolságon belül elhaladni!,N,xxx-4178.jpg,xxx-4178.jpg
